Partition,Algorithm,User,TestTime,NAttempted,NGood,Coverage,Predict.nDCG,Predict.nDCG.Raw,TopN.nDCG,AvgPrec,Rank,RecipRank
4,ii,53930,0.446,5,5,1.0,0.9605828035414067,12.184818934934553,0.0,0.0,,0.0
4,ii,54114,0.117,5,5,1.0,0.9691707791658325,16.80803155822425,0.0,0.0,,0.0
5,lucene-svd-log,88608,0.368,5,5,1.0,1.0,12.965622090756977,0.29909193296891357,0.15493659420289854,8,0.125
5,lucene-svd-log,88928,0.216,5,5,1.0,0.9675659026350709,14.91587528625504,0.4017818486817903,0.37777777777777777,3,0.3333333333333333
4,ii,54437,0.332,5,5,1.0,0.9503963699767997,14.080833772044642,0.0,0.0,,0.0
4,ii-svd-log,54989,0.5690000000000001,5,5,1.0,0.8473044007410101,8.323465818787765,0.0,0.0,,0.0
5,lucene-svd-log,89274,0.166,5,5,1.0,0.9954381181500892,14.284945532683583,0.0,0.0,,0.0
4,ii,54805,0.255,5,5,1.0,0.9366624186138395,13.877355000150859,0.0,0.0,,0.0
5,lucene-svd-log,89617,0.28800000000000003,5,5,1.0,0.9976993031226024,15.031086967542706,0.2072519003595388,0.14,5,0.2
4,ii-svd-log,56222,0.41500000000000004,5,5,1.0,0.92298713004793,12.031086967542706,0.0,0.0,,0.0
4,ii,54989,0.296,5,5,1.0,0.9624297317019537,9.454395572359223,0.0,0.0,,0.0
4,ii-svd-log,56392,0.289,5,5,1.0,0.9939543978976303,16.4617635256161,0.4094361141771845,0.6428571428571428,1,1.0
4,ii,56222,0.217,5,5,1.0,0.9808207867556367,12.784945532683583,0.13946708077169026,0.08496732026143791,17,0.058823529411764705
4,ii-svd-log,56478,0.189,5,5,1.0,0.935335566724721,10.857494551005908,0.0,0.0,,0.0
4,ii,56392,0.158,5,5,1.0,0.9939543978976303,16.4617635256161,0.402530545548149,0.625,1,1.0
5,lucene-svd-log,90462,0.598,5,5,1.0,0.9400402335189657,13.992566681438523,0.0,0.0,,0.0
4,ii,56478,0.105,5,5,1.0,1.0,11.60812753975107,0.0,0.0,,0.0
4,ii,57916,0.193,5,5,1.0,0.9952969735280417,13.85426897461019,0.3592022701999136,0.5,2,0.5
5,lucene-svd-log,91346,0.231,5,5,1.0,1.0,15.031086967542706,0.0,0.0,,0.0
4,ii-svd-log,57916,0.364,5,5,1.0,0.9555257124139296,13.300663604967376,0.24478885175180887,0.13888888888888887,8,0.125
5,lucene-svd-log,92430,0.15,5,5,1.0,0.8682890031811421,11.031086967542706,0.0,0.0,,0.0
5,lucene-svd-log,93347,0.101,5,5,1.0,0.9553119660481206,10.68867750007543,0.0,0.0,,0.0
4,ii,58346,0.421,5,5,1.0,0.9048270155328467,13.016001884004073,0.3475825463135603,1.0,1,1.0
5,lucene-svd-log,93705,0.52,5,5,1.0,0.9136395509508097,12.046172051081339,0.0,0.0,,0.0
4,ii,58612,0.447,5,5,1.0,0.9013998462832699,12.516001884004073,0.0,0.0,,0.0
4,ii-svd-log,58346,0.97,5,5,1.0,0.9721581937605422,13.984565739436487,0.5668827166049146,0.8333333333333333,1,1.0
4,ii,60729,0.165,5,5,1.0,0.982865626943455,14.56189012336513,0.0,0.0,,0.0
5,lucene-svd-log,96610,0.23500000000000001,5,5,1.0,0.9973840770917946,13.215622090756977,0.20849449324574815,0.18333333333333335,5,0.2
5,lucene-svd-log,96936,0.12,5,5,1.0,0.9850210222278275,12.135072130432615,0.0,0.0,,0.0
4,ii,60971,0.199,5,5,1.0,0.9853176339629804,16.77722840240183,0.0,0.0,,0.0
4,ii,61755,0.149,5,5,1.0,1.0,14.7464252465794,0.0,0.0,,0.0
5,lucene-svd-log,97072,0.393,5,5,1.0,0.9745936878147816,13.430960369793672,0.05782169957392123,0.047619047619047616,21,0.047619047619047616
4,ii,62046,0.254,5,5,1.0,0.9602215097170254,12.069607253646886,0.0,0.0,,0.0
4,ii,62314,0.334,5,5,1.0,1.0,12.50028381172028,0.0,0.0,,0.0
4,ii-svd-log,58612,1.06,5,5,1.0,0.8637021521230566,11.992566681438523,0.0,0.0,,0.0
5,lucene-svd-log,97953,0.622,5,5,1.0,0.9632010666502748,12.281086967542706,0.2320147677639005,0.22916666666666666,3,0.3333333333333333
4,ii,62505,0.254,5,5,1.0,0.9582405085175422,15.361636927867066,0.0,0.0,,0.0
5,lucene-svd-log,97961,0.124,5,5,1.0,0.948244434167963,13.81189012336513,0.09300139728188997,0.1,10,0.1
4,ii-svd-log,60729,0.295,5,5,1.0,0.9696098249933621,14.365495493007945,0.0,0.0,,0.0
5,lucene-svd-log,98278,0.18,5,5,1.0,0.9721333452638834,13.288804097824462,0.14177631637885624,0.2,5,0.2
4,ii,63551,0.268,5,5,1.0,0.983444158587688,14.850410409469312,0.0,0.0,,0.0
4,ii-svd-log,60971,0.352,5,5,1.0,0.9891623510971262,16.842693279187557,0.062214477019668306,0.05263157894736842,19,0.05263157894736842
4,ii,63902,0.40800000000000003,5,5,1.0,1.0,11.404015779112127,0.0,0.0,,0.0
4,ii-svd-log,61755,0.321,5,5,1.0,1.0,14.7464252465794,0.2575833596162686,0.2222222222222222,3,0.3333333333333333
4,ii,64365,0.202,5,5,1.0,0.9819221368338734,15.461763525616098,0.0,0.0,,0.0
5,lucene-svd-log,98541,0.706,5,5,1.0,0.994341650900458,11.504142376861159,0.0,0.0,,0.0
4,ii,64655,0.36,5,5,1.0,1.0,13.034945532683583,0.0,0.0,,0.0
4,ii-svd-log,62046,0.517,5,5,1.0,0.9534558636236897,11.984565739436487,0.1674040471202634,0.12142857142857143,10,0.1
4,ii,65536,0.177,5,5,1.0,0.985403467143771,16.87735500015086,0.0,0.0,,0.0
5,lucene-svd-log,98781,0.47000000000000003,5,5,1.0,0.8620075526348232,9.300030616222216,0.0,0.0,,0.0
4,ii,65648,0.132,5,5,1.0,0.9728948492505033,8.973339221038733,0.0,0.0,,0.0
5,lucene-svd-log,101921,0.313,5,5,1.0,0.9534558636236897,11.984565739436487,0.0,0.0,,0.0
4,ii,66092,0.214,5,5,1.0,1.0,15.031086967542706,0.0,0.0,,0.0
5,lucene-svd-log,101952,0.13,5,5,1.0,0.9490244412673019,15.546172051081339,0.0,0.0,,0.0
4,ii,66402,0.115,5,5,1.0,0.9467358387487518,10.119354058148824,0.0,0.0,,0.0
4,ii-svd-log,62314,0.687,5,5,1.0,0.9947629287645176,12.434818934934553,0.0,0.0,,0.0
5,lucene-svd-log,102750,0.28600000000000003,5,5,1.0,0.9839351134072948,15.31189012336513,0.08704822934419913,0.1,10,0.1
5,lucene-svd-log,103286,0.134,5,5,1.0,0.9618969762193949,12.638297706828334,0.16389330610385516,0.2,5,0.2
4,ii,67352,0.446,5,5,1.0,0.9848553249580755,12.00028381172028,0.0,0.0,,0.0
4,ii-svd-log,62505,0.496,5,5,1.0,0.9467294286021323,15.177101804652795,0.36160030085145833,0.2976190476190476,2,0.5
4,ii,68037,0.23800000000000002,5,5,1.0,1.0,11.35426897461019,0.0,0.0,,0.0
5,lucene-svd-log,103667,0.28800000000000003,5,5,1.0,0.9608915033136595,12.284945532683583,0.0562722303247375,0.05555555555555555,18,0.05555555555555555
4,ii,68702,0.154,5,5,1.0,0.9911627986999381,14.684818934934553,0.0,0.0,,0.0
4,ii,68836,0.184,5,5,1.0,0.9951756247942892,13.504142376861159,0.0,0.0,,0.0
5,lucene-svd-log,103816,0.41200000000000003,5,5,1.0,0.9132581004436547,10.734565739436487,0.0,0.0,,0.0
4,ii-svd-log,63551,0.541,5,5,1.0,0.980107839118152,14.800030616222216,0.17562320616822857,0.12237762237762238,11,0.09090909090909091
5,lucene-svd-log,104732,0.117,5,5,1.0,0.979439723530366,15.211763525616098,0.0,0.0,,0.0
4,ii,69519,0.281,5,5,1.0,0.9804101564047385,14.2464252465794,0.0,0.0,,0.0
4,ii,73639,0.171,5,5,1.0,0.9791738706843898,16.4617635256161,0.0,0.0,,0.0
5,lucene-svd-log,107711,0.245,5,5,1.0,0.9494779906517096,14.7464252465794,0.04852744551643472,0.04,25,0.04
4,ii,73773,0.177,5,5,1.0,1.0,11.888930695573494,0.0,0.0,,0.0
5,lucene-svd-log,108442,0.313,5,5,1.0,0.9944695857077438,12.465622090756977,0.19042271160521368,0.1625,8,0.125
4,ii,74472,0.264,5,5,1.0,1.0,13.385072130432615,0.0,0.0,,0.0
4,ii-svd-log,63902,0.906,5,5,1.0,0.9015321590815224,10.281086967542706,0.0,0.0,,0.0
4,ii,74546,0.329,5,5,1.0,0.9742815546108001,13.98134016304077,0.0,0.0,,0.0
5,lucene-svd-log,109009,0.5,5,5,1.0,0.8752035779582457,12.896298648830369,0.3393235539088661,1.0,1,1.0
5,lucene-svd-log,109177,0.193,5,5,1.0,0.9337109116063415,15.06189012336513,0.0,0.0,,0.0
4,ii-svd-log,64365,0.40700000000000003,5,5,1.0,0.9819221368338734,15.461763525616098,0.23643969737575116,0.15633528265107213,9,0.1111111111111111
4,ii,74730,0.356,5,5,1.0,0.9469460806793344,15.242566681438523,0.0,0.0,,0.0
5,lucene-svd-log,110148,0.304,5,5,1.0,0.9632010666502748,12.281086967542706,0.0,0.0,,0.0
4,ii,75001,0.2,5,5,1.0,0.9918265895478082,12.15015721397125,0.0,0.0,,0.0
5,lucene-svd-log,113673,0.27,5,5,1.0,0.9641731165234159,13.050030616222216,0.480782721847175,0.7,1,1.0
4,ii,75422,0.327,5,5,1.0,0.995505560463405,14.50028381172028,0.073919399421817,0.04,25,0.04
4,ii-svd-log,64655,0.708,5,5,1.0,0.9858430460831945,12.850410409469312,0.13472213844765665,0.07539682539682539,18,0.05555555555555555
5,lucene-svd-log,113847,0.29,5,5,1.0,0.8652203017633658,9.334692337185519,0.1390330185254241,0.25,4,0.25
4,ii-svd-log,65536,0.28,5,5,1.0,0.9629371657966601,16.492566681438525,0.0,0.0,,0.0
5,lucene-svd-log,114078,0.191,5,5,1.0,0.9731590815519052,13.381213565291738,0.07272577160535651,0.0625,16,0.0625
4,ii,76164,0.41100000000000003,5,5,1.0,0.9836135016917438,13.869354058148824,0.0,0.0,,0.0
4,ii-svd-log,65648,0.222,5,5,1.0,1.0,9.223339221038733,0.23942024516055987,0.3333333333333333,3,0.3333333333333333
5,lucene-svd-log,116420,0.229,5,5,1.0,0.9321545924169532,14.215622090756977,0.0,0.0,,0.0
4,lucene-svd-log,316,5.271,5,5,1.0,0.9461356595198634,11.15015721397125,0.05087262938616295,0.05555555555555555,18,0.05555555555555555
4,ii,78501,0.304,5,5,1.0,0.9440153290058094,10.119354058148824,0.0,0.0,,0.0
5,lucene-svd-log,116550,0.189,5,5,1.0,0.9813559395526165,16.80803155822425,0.14095434553068587,0.09453781512605042,14,0.07142857142857142
4,ii,79364,0.113,5,5,1.0,0.9319408459440968,12.115495493007945,0.0,0.0,,0.0
4,ii-svd-log,66092,0.433,5,5,1.0,0.9754462037758486,14.662016721114163,0.0,0.0,,0.0
4,ii,80080,0.222,5,5,1.0,1.0,11.923592416536797,0.0,0.0,,0.0
4,ii-svd-log,66402,0.198,5,5,1.0,0.8765681309107421,9.369354058148824,0.06665131155945316,0.14285714285714285,7,0.14285714285714285
2,svd,975,0.002,5,5,1.0,0.9775721233350689,13.75028381172028,0.0,0.0,,0.0
4,lucene-svd-log,1015,0.615,5,5,1.0,1.0,15.7464252465794,0.13675375563953762,0.2,5,0.2
2,svd,3915,0.002,5,5,1.0,0.9224609517558012,13.546172051081339,0.10249700626129062,0.1,10,0.1
2,svd,4931,0.002,5,5,1.0,0.9819499933497221,13.600410409469312,0.0,0.0,,0.0
2,svd,5063,0.001,5,5,1.0,0.9180826832952559,12.196678442077467,0.0,0.0,,0.0
2,svd,5268,0.002,5,5,1.0,0.995571037709914,14.715622090756977,0.08456752894728467,0.0625,16,0.0625
2,svd,6937,0.002,5,5,1.0,0.9888578464269647,16.37735500015086,0.0,0.0,,0.0
5,lucene-svd-log,119501,0.467,5,5,1.0,1.0,11.638930695573494,0.0,0.0,,0.0
2,svd,6988,0.002,5,5,1.0,0.935625779535534,12.631213565291738,0.0,0.0,,0.0
2,svd,7723,0.001,5,5,1.0,0.9886314477837017,14.40015721397125,0.14604738697784372,0.0757142857142857,14,0.07142857142857142
2,svd,8527,0.002,5,5,1.0,1.0,17.80803155822425,0.0,0.0,,0.0
2,svd,9263,0.002,5,5,1.0,0.9873908975938326,14.450537007218344,0.0,0.0,,0.0
2,svd,11343,0.001,5,5,1.0,1.0,11.754142376861159,0.0,0.0,,0.0
2,svd,11513,0.001,5,5,1.0,0.9953209626199728,14.7464252465794,0.0,0.0,,0.0
2,svd,12014,0.002,5,5,1.0,0.9451990383509049,12.73134016304077,0.09368286271604591,0.1111111111111111,9,0.1111111111111111
2,svd,12271,0.001,5,5,1.0,0.9713321705606909,10.68867750007543,0.0,0.0,,0.0
2,svd,12882,0.002,5,5,1.0,0.9867429129619626,13.735198728181647,0.0,0.0,,0.0
2,svd,13215,0.001,5,5,1.0,0.995505560463405,14.50028381172028,0.11951583607433451,0.16666666666666666,6,0.16666666666666666
2,svd,13665,0.002,5,5,1.0,0.9813789711461387,10.553889181363095,0.0,0.0,,0.0
2,svd,14833,0.002,5,5,1.0,0.9957932567145273,15.4964252465794,0.0,0.0,,0.0
2,svd,16126,0.002,5,5,1.0,0.984978759350351,12.100410409469312,0.0,0.0,,0.0
2,svd,17709,0.002,5,5,1.0,0.9687444232018384,14.662016721114163,0.0,0.0,,0.0
2,svd,19114,0.002,5,5,1.0,1.0,15.315748688506009,0.32646135044983754,1.0,1,1.0
2,svd,19343,0.002,5,5,1.0,0.9656244886491899,15.992566681438523,0.13002035240706147,0.2,5,0.2
2,svd,19517,0.002,5,5,1.0,0.9644296036528945,14.4964252465794,0.07009506279213407,0.1,10,0.1
2,svd,20408,0.002,5,5,1.0,0.8968792548506612,9.169100862650758,0.244538496272844,0.5,2,0.5
2,svd,21413,0.002,5,5,1.0,1.0,14.065748688506009,0.0,0.0,,0.0
2,svd,22338,0.002,5,5,1.0,0.9925833709020172,13.40015721397125,0.1666631628919283,0.25,4,0.25
2,svd,23433,0.002,5,5,1.0,1.0,13.465622090756977,0.0,0.0,,0.0
2,svd,24386,0.002,5,5,1.0,0.9228061244220689,11.954395572359223,0.0,0.0,,0.0
2,svd,24884,0.001,5,5,1.0,0.9621236013632298,14.461763525616098,0.29937954651696513,0.5,2,0.5
2,svd,25645,0.002,5,5,1.0,0.9880025641389779,15.196678442077467,0.4388470370915087,0.75,1,1.0
2,svd,26674,0.002,5,5,1.0,0.9919900540454009,12.40015721397125,0.0,0.0,,0.0
2,svd,27365,0.002,5,5,1.0,0.9765803990205312,12.031086967542706,0.0,0.0,,0.0
2,svd,27456,0.002,5,5,1.0,1.0,15.100410409469312,0.0,0.0,,0.0
2,svd,27474,0.002,5,5,1.0,0.970548097818159,14.446678442077467,0.1196524894158069,0.14285714285714285,7,0.14285714285714285
2,svd,27484,0.002,5,5,1.0,0.9793440298552835,13.4964252465794,0.2902528668036725,0.5,2,0.5
2,svd,27731,0.002,5,5,1.0,0.8461921420101038,11.596551844328435,0.11291349704318103,0.16666666666666666,6,0.16666666666666666
2,svd,27898,0.001,5,5,1.0,1.0,10.073465818787767,0.0,0.0,,0.0
2,svd,33860,0.002,5,5,1.0,1.0,14.534945532683583,0.3439985370950923,1.0,1,1.0
2,svd,36072,0.002,5,5,1.0,0.9698820011161744,11.885072130432615,0.0,0.0,,0.0
2,svd,38052,0.002,5,5,1.0,1.0,13.635072130432615,0.1579296955503999,0.2,5,0.2
2,svd,38256,0.002,5,5,1.0,0.9952969735280417,13.85426897461019,0.0,0.0,,0.0
2,svd,39214,0.001,5,5,1.0,0.995571037709914,14.715622090756977,0.09778199226911918,0.09090909090909091,11,0.09090909090909091
2,svd,39271,0.002,5,5,1.0,0.9736383739507068,13.631213565291738,0.4672497671446942,0.3686868686868687,2,0.5
2,svd,40618,0.002,5,5,1.0,0.8704315971645459,11.680960369793672,0.0,0.0,,0.0
2,svd,40652,0.002,5,5,1.0,0.9976500980316215,14.715622090756977,0.0,0.0,,0.0
2,svd,41240,0.002,5,5,1.0,0.9288591274512016,11.15015721397125,0.0,0.0,,0.0
2,svd,41244,0.002,5,5,1.0,0.9484286151402331,11.385072130432615,0.0,0.0,,0.0
2,svd,41703,0.002,5,5,1.0,1.0,14.100410409469312,0.0,0.0,,0.0
2,svd,42399,0.002,5,5,1.0,0.9881944468071231,15.446678442077467,0.0,0.0,,0.0
2,svd,43599,0.002,5,5,1.0,1.0,10.258000942002038,0.0,0.0,,0.0
2,svd,44194,0.002,5,5,1.0,0.9767065017649703,14.680960369793672,0.0,0.0,,0.0
2,svd,45120,0.002,5,5,1.0,1.0,15.531086967542706,0.0,0.0,,0.0
2,svd,45153,0.002,5,5,1.0,0.9414802998354485,15.592693279187555,0.0,0.0,,0.0
2,svd,45182,0.002,5,5,1.0,0.9577112153353978,11.323465818787767,0.16915513865840867,0.25,4,0.25
2,svd,46645,0.001,5,5,1.0,1.0,13.138930695573494,0.0,0.0,,0.0
2,svd,49531,0.002,5,5,1.0,1.0,16.246425246579403,0.461640015336856,0.75,1,1.0
2,svd,49830,0.002,5,5,1.0,0.9844687233379062,15.846551844328435,0.06581161731996203,0.05263157894736842,19,0.05263157894736842
2,svd,51255,0.002,5,5,1.0,1.0,11.823465818787767,0.10616542346115408,0.08333333333333333,12,0.08333333333333333
2,svd,51460,0.002,5,5,1.0,1.0,16.06189012336513,0.19640582419800265,0.3333333333333333,3,0.3333333333333333
2,svd,52208,0.002,5,5,1.0,0.8999331542312982,7.538804097824462,0.0,0.0,,0.0
2,svd,52762,0.001,5,5,1.0,0.996840167547525,10.934818934934553,0.0,0.0,,0.0
2,svd,53578,0.002,5,5,1.0,0.9605873783128305,13.031086967542706,0.0,0.0,,0.0
2,svd,55479,0.001,5,5,1.0,1.0,13.254142376861159,0.0,0.0,,0.0
2,svd,55704,0.002,5,5,1.0,0.9907599002956179,14.038804097824462,0.07230313073490502,0.047619047619047616,21,0.047619047619047616
2,svd,56308,0.002,5,5,1.0,0.9953686209605691,14.069607253646886,0.0,0.0,,0.0
2,svd,57474,0.002,5,5,1.0,1.0,14.531086967542706,0.0,0.0,,0.0
2,svd,57937,0.002,5,5,1.0,0.9231461799337504,13.677101804652795,0.0,0.0,,0.0
2,svd,58265,0.001,5,5,1.0,0.9331159321292218,12.662016721114163,0.0,0.0,,0.0
2,svd,59527,0.002,5,5,1.0,0.9421663432922933,12.281086967542706,0.17731017823703488,0.15263157894736842,5,0.2
2,svd,60022,0.002,5,5,1.0,0.9661706701564858,11.869354058148824,0.0,0.0,,0.0
2,svd,60710,0.002,5,5,1.0,0.9587743165665741,12.800030616222216,0.0,0.0,,0.0
2,svd,61400,0.003,5,5,1.0,0.9958658963148342,15.769860449144952,0.2993184090454503,0.18619528619528616,5,0.2
4,ii,80946,0.391,5,5,1.0,0.94087420531211,11.934818934934553,0.0,0.0,,0.0
2,svd,62805,0.001,5,5,1.0,0.941815009166733,11.33469233718552,0.0,0.0,,0.0
2,svd,63018,0.002,5,5,1.0,0.9916066071039477,12.284945532683583,0.0,0.0,,0.0
2,svd,63200,0.002,5,5,1.0,0.9854170995982594,14.81189012336513,0.0,0.0,,0.0
2,svd,64986,0.002,5,5,1.0,0.8932899222776243,10.754142376861159,0.0,0.0,,0.0
2,svd,65255,0.002,5,5,1.0,0.9947645448354082,12.43867750007543,0.0,0.0,,0.0
2,svd,67584,0.002,5,5,1.0,0.9862958337928599,13.281086967542706,0.0,0.0,,0.0
2,svd,67683,0.002,5,5,1.0,0.972810330300105,10.184818934934553,0.0,0.0,,0.0
2,svd,68905,0.002,5,5,1.0,0.9953686209605691,14.069607253646886,0.0,0.0,,0.0
2,svd,70201,0.001,5,5,1.0,1.0,11.969480655897856,0.0,0.0,,0.0
2,svd,70282,0.001,5,5,1.0,0.9683388043037504,14.830833772044642,0.0,0.0,,0.0
2,svd,70337,0.002,5,5,1.0,0.956523087612067,13.619987046893984,0.0,0.0,,0.0
2,svd,71680,0.001,5,5,1.0,0.942767684753754,13.4964252465794,0.0,0.0,,0.0
2,svd,72633,0.002,5,5,1.0,0.9950722510209266,13.219480655897856,0.0,0.0,,0.0
2,svd,72766,0.001,5,5,1.0,0.9204647536850997,9.838550902326398,0.0,0.0,,0.0
5,lucene-svd-log,120308,0.176,5,5,1.0,1.0,14.100410409469312,0.22681210487623124,0.11384863123993559,10,0.1
2,svd,72832,0.001,5,5,1.0,1.0,13.350410409469312,0.06821370780795435,0.047619047619047616,21,0.047619047619047616
2,svd,73445,0.002,5,5,1.0,1.0,15.031086967542706,0.0,0.0,,0.0
2,svd,73680,0.002,5,5,1.0,0.9389522974760767,14.615495493007945,0.0,0.0,,0.0
2,svd,73746,0.002,5,5,1.0,1.0,16.196678442077467,0.3087052705208041,0.5,2,0.5
2,svd,73947,0.002,5,5,1.0,1.0,15.81189012336513,0.0,0.0,,0.0
2,svd,76008,0.002,5,5,1.0,0.9775721233350689,13.75028381172028,0.07109468696942962,0.0625,16,0.0625
2,svd,76695,0.002,5,5,1.0,0.9437420722826808,10.385072130432615,0.0,0.0,,0.0
2,svd,77016,0.002,5,5,1.0,0.9701260959117018,11.985198728181647,0.08937210862246818,0.1111111111111111,9,0.1111111111111111
2,svd,78497,0.002,5,5,1.0,0.9555471124815887,12.90015721397125,0.11110877526128557,0.125,8,0.125
2,svd,78917,0.002,5,5,1.0,0.9874470488306883,14.516001884004073,0.0,0.0,,0.0
2,svd,79107,0.002,5,5,1.0,1.0,10.504142376861159,0.0,0.0,,0.0
2,svd,79401,0.001,5,5,1.0,0.9576974099671774,11.319607253646886,0.0,0.0,,0.0
2,svd,79607,0.002,5,5,1.0,0.9859011714852209,16.427101804652793,0.2792808858768088,0.325,4,0.25
2,svd,80070,0.002,5,5,1.0,0.9268863393325422,9.508000942002038,0.0,0.0,,0.0
2,svd,80585,0.002,5,5,1.0,0.988476198161554,17.177101804652793,0.0,0.0,,0.0
2,svd,82715,0.002,5,5,1.0,0.9641689962558897,13.454395572359223,0.0,0.0,,0.0
2,svd,85242,0.002,5,5,1.0,1.0,15.56189012336513,0.0,0.0,,0.0
2,svd,86485,0.002,5,5,1.0,0.9650554815680245,5.096268032608155,0.0,0.0,,0.0
2,svd,86783,0.002,5,5,1.0,0.9875446643234822,14.631213565291738,0.0,0.0,,0.0
2,svd,87075,0.002,5,5,1.0,0.9508353405977231,11.680960369793672,0.0,0.0,,0.0
2,svd,87502,0.001,5,5,1.0,0.9184299309227442,10.565748688506009,0.0,0.0,,0.0
2,svd,88266,0.002,5,5,1.0,0.9417043169173599,11.9964252465794,0.05647493241760552,0.05555555555555555,18,0.05555555555555555
2,svd,88932,0.002,5,5,1.0,0.9709045711790093,12.315748688506009,0.0,0.0,,0.0
2,svd,89721,0.002,5,5,1.0,0.9818326046105985,15.592693279187555,0.0,0.0,,0.0
2,svd,91428,0.002,5,5,1.0,0.9689458061047121,13.45762114875494,0.0,0.0,,0.0
2,svd,91973,0.002,5,5,1.0,1.0,13.454395572359223,0.0,0.0,,0.0
2,svd,92409,0.002,5,5,1.0,1.0,13.819607253646886,0.08676529736575793,0.05555555555555555,18,0.05555555555555555
2,svd,93203,0.002,5,5,1.0,0.9720913686245495,16.342693279187557,0.08952889694586164,0.1,10,0.1
2,svd,93266,0.002,5,5,1.0,0.9628119934391858,11.25028381172028,0.0,0.0,,0.0
2,svd,93710,0.001,5,5,1.0,0.9881183381691238,15.346551844328435,0.0,0.0,,0.0
2,svd,95524,0.001,5,5,1.0,0.9767628468582126,11.965622090756977,0.0,0.0,,0.0
2,svd,95552,0.002,5,5,1.0,0.9709484002158812,15.177101804652795,0.0,0.0,,0.0
2,svd,95708,0.002,5,5,1.0,0.9533839641912323,10.934818934934553,0.0,0.0,,0.0
2,svd,96296,0.002,5,5,1.0,1.0,14.315748688506009,0.0,0.0,,0.0
2,svd,96557,0.002,5,5,1.0,1.0,16.73134016304077,0.29884037687817205,0.5,2,0.5
2,svd,97384,0.002,5,5,1.0,1.0,16.52722840240183,0.09698736551333392,0.14285714285714285,7,0.14285714285714285
2,svd,97881,0.002,5,5,1.0,0.9809523626569241,16.246425246579403,0.11701831716635533,0.2,5,0.2
2,svd,98494,0.001,5,5,1.0,0.9733988958226516,11.684818934934553,0.0,0.0,,0.0
2,svd,98741,0.002,5,5,1.0,0.9938617415276964,16.2117635256161,0.34460869209976164,0.29545454545454547,2,0.5
2,svd,98880,0.002,5,5,1.0,0.9951742525761814,13.50028381172028,0.48089634889176797,0.5833333333333333,2,0.5
2,svd,100240,0.002,5,5,1.0,0.9939543978976303,16.4617635256161,0.0,0.0,,0.0
2,svd,102386,0.002,5,5,1.0,0.9744665735359903,14.08532532593068,0.0,0.0,,0.0
2,svd,102549,0.002,5,5,1.0,0.9706382811496794,13.346551844328435,0.0,0.0,,0.0
2,svd,104037,0.001,5,5,1.0,0.9138079432515156,10.969480655897856,0.0,0.0,,0.0
2,svd,104508,0.002,5,5,1.0,0.9906855080957417,14.7464252465794,0.0,0.0,,0.0
2,svd,104529,0.002,5,5,1.0,0.9578287797599966,12.930960369793672,0.0,0.0,,0.0
4,lucene-svd-log,1447,0.293,5,5,1.0,0.9946425810859538,12.154015779112127,0.0,0.0,,0.0
2,svd,107020,0.002,5,5,1.0,0.9592209830365575,15.377355000150859,0.0,0.0,,0.0
2,svd,108159,0.002,5,5,1.0,0.9800004540884424,12.25028381172028,0.0,0.0,,0.0
2,svd,108285,0.001,5,5,1.0,0.9718823993319249,10.904015779112127,0.0,0.0,,0.0
2,svd,108373,0.002,5,5,1.0,1.0,14.531086967542706,0.0,0.0,,0.0
2,svd,108922,0.002,5,5,1.0,1.0,13.469480655897856,0.0,0.0,,0.0
5,lucene-svd-log,120320,0.117,5,5,1.0,0.9839592455335534,11.319607253646886,0.0,0.0,,0.0
2,svd,109429,0.002,5,5,1.0,1.0,13.073465818787767,0.11055401464486762,0.09090909090909091,11,0.09090909090909091
2,svd,109692,0.002,5,5,1.0,0.9726620379559625,13.131213565291738,0.1146206443152536,0.16666666666666666,6,0.16666666666666666
2,svd,110507,0.002,5,5,1.0,0.9973611320425874,13.100410409469312,0.0,0.0,,0.0
2,svd,110773,0.002,5,5,1.0,0.9592209830365575,15.377355000150859,0.3118940100645225,1.0,1,1.0
2,svd,111416,0.002,5,5,1.0,0.9976939977103352,14.9964252465794,0.0,0.0,,0.0
2,svd,111841,0.002,5,5,1.0,0.9709045711790093,12.315748688506009,0.07883439291718668,0.125,8,0.125
2,svd,112217,0.002,5,5,1.0,0.9890235350183615,16.62735500015086,0.2676677022618598,1.0,1,1.0
2,svd,112736,0.002,5,5,1.0,0.9884055937926558,15.73134016304077,0.0,0.0,,0.0
2,svd,113645,0.002,5,5,1.0,0.9954159738026584,14.215622090756977,0.3770202457324902,0.2934782608695652,2,0.5
2,svd,114601,0.001,5,5,1.0,1.0,12.954395572359223,0.0,0.0,,0.0
2,svd,116708,0.002,5,5,1.0,0.9325201184187383,14.777228402401827,0.0,0.0,,0.0
2,svd,117007,0.002,5,5,1.0,0.9959417264844485,16.06574868850601,0.0,0.0,,0.0
2,svd,119134,0.002,5,5,1.0,0.9616025543646068,11.75028381172028,0.0,0.0,,0.0
2,svd,119309,0.002,5,5,1.0,1.0,11.754142376861159,0.0,0.0,,0.0
2,svd,119625,0.002,5,5,1.0,0.9841233806349599,15.4964252465794,0.25402590984064277,0.5,2,0.5
2,svd,119746,0.002,5,5,1.0,0.9759049960590634,14.180960369793672,0.0,0.0,,0.0
2,svd,120907,0.002,5,5,1.0,0.9917556833403712,15.75028381172028,0.0,0.0,,0.0
2,svd,121052,0.001,5,5,1.0,0.9499263168794586,12.115495493007945,0.0,0.0,,0.0
